analysis_unit,frame_stratum,lsc_year,neighbour,cosine_similarity,target_token,target_token_count,neighbour_token_count,annual_top5_rank,plot_order
Autism,substantive_core_overall,2018,disorder,0.5516423583030701,autism_concept,6934,987,3.0,3
Autism,substantive_core_overall,2019,disorder,0.5360273122787476,autism_concept,6407,783,2.0,3
Autism,substantive_core_overall,2020,disorder,0.47431647777557373,autism_concept,5627,844,3.0,3
Autism,substantive_core_overall,2021,disorder,0.44657889008522034,autism_concept,5547,737,,3
Autism,substantive_core_overall,2022,disorder,0.497287780046463,autism_concept,4664,665,3.0,3
Autism,substantive_core_overall,2023,disorder,0.436886191368103,autism_concept,4110,470,,3
Autism,substantive_core_overall,2024,disorder,0.46844029426574707,autism_concept,3494,429,5.0,3
Autism,substantive_core_overall,2025,disorder,0.4206660985946655,autism_concept,3849,323,,3
Autism,substantive_core_overall,2026,disorder,0.3486683666706085,autism_concept,1349,114,,3
Autism,substantive_core_overall,2014,year,0.47325512766838074,autism_concept,9306,882,4.0,4
Autism,substantive_core_overall,2015,year,0.42241808772087097,autism_concept,6753,625,,4
Autism,substantive_core_overall,2016,year,0.5084996223449707,autism_concept,7656,673,4.0,4
Autism,substantive_core_overall,2017,year,0.5016091465950012,autism_concept,7169,635,5.0,4
Autism,substantive_core_overall,2018,year,0.47844579815864563,autism_concept,6934,675,,4
Autism,substantive_core_overall,2019,year,0.43403875827789307,autism_concept,6407,588,,4
Autism,substantive_core_overall,2020,year,0.47052210569381714,autism_concept,5627,465,5.0,4
Autism,substantive_core_overall,2021,year,0.4820167124271393,autism_concept,5547,528,4.0,4
Autism,substantive_core_overall,2022,year,0.4875588119029999,autism_concept,4664,426,4.0,4
Autism,substantive_core_overall,2023,year,0.39388036727905273,autism_concept,4110,289,,4
Autism,substantive_core_overall,2024,year,0.4478754997253418,autism_concept,3494,247,,4
Autism,substantive_core_overall,2025,year,0.26149359345436096,autism_concept,3849,239,,4
Autism,substantive_core_overall,2026,year,0.38110223412513733,autism_concept,1349,88,,4
Autism,substantive_core_overall,2014,help,0.4170900285243988,autism_concept,9306,659,,5
Autism,substantive_core_overall,2015,help,0.44103240966796875,autism_concept,6753,554,5.0,5
Autism,substantive_core_overall,2016,help,0.4030344486236572,autism_concept,7656,663,,5
Autism,substantive_core_overall,2017,help,0.4249402582645416,autism_concept,7169,650,,5
Autism,substantive_core_overall,2018,help,0.37862643599510193,autism_concept,6934,611,,5
Autism,substantive_core_overall,2019,help,0.4718242585659027,autism_concept,6407,572,5.0,5
Autism,substantive_core_overall,2020,help,0.45326605439186096,autism_concept,5627,572,,5
Autism,substantive_core_overall,2021,help,0.5439824461936951,autism_concept,5547,569,2.0,5
Autism,substantive_core_overall,2022,help,0.4813404083251953,autism_concept,4664,450,5.0,5
Autism,substantive_core_overall,2023,help,0.49487122893333435,autism_concept,4110,404,4.0,5
Autism,substantive_core_overall,2024,help,0.4606122374534607,autism_concept,3494,376,,5
Autism,substantive_core_overall,2025,help,0.44917163252830505,autism_concept,3849,381,,5
Autism,substantive_core_overall,2026,help,0.32760176062583923,autism_concept,1349,128,,5
